experiment_id,condition,participant_id,participant_age,participant_gender,tech_proficiency,ordering_frequency,emotional_state,task_completion_time,error_count,decision_changes,recommendations_shown,recommendations_accepted,recommendation_acceptance_rate,nasa_tlx_mental_demand,nasa_tlx_physical_demand,nasa_tlx_temporal_demand,nasa_tlx_performance,nasa_tlx_effort,nasa_tlx_frustration,nasa_tlx_overall,sus_total,satisfaction_overall,satisfaction_ease_of_use,satisfaction_recommendation_quality,satisfaction_personalization,satisfaction_decision_confidence,satisfaction_enjoyment,satisfaction_return_intention,timestamp
P026_emotion_responsive_3,emotion_responsive,P026,23,male,basic,low,happy,,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:45:44.981371
P026_emotion_responsive_4,emotion_responsive,P026,23,male,basic,low,angry,,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:45:46.747466
P026_emotion_responsive_5,emotion_responsive,P026,23,male,basic,low,stressed,,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:45:48.828366
P026_traditional_1,traditional,P026,23,male,basic,low,happy,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:45:50.582883
P026_traditional_2,traditional,P026,23,male,basic,low,tired,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:45:52.930697
P026_traditional_3,traditional,P026,23,male,basic,low,neutral,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:45:54.449177
P026_traditional_4,traditional,P026,23,male,basic,low,surprised,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:45:56.986269
P026_traditional_5,traditional,P026,23,male,basic,low,angry,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:45:58.277132
P027_emotion_responsive_1,emotion_responsive,P027,30,male,advanced,high,stressed,,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:45:59.621975
P027_emotion_responsive_2,emotion_responsive,P027,30,male,advanced,high,happy,,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:46:02.391761
P027_emotion_responsive_3,emotion_responsive,P027,30,male,advanced,high,angry,,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:46:04.972335
P027_emotion_responsive_4,emotion_responsive,P027,30,male,advanced,high,stressed,,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:46:07.225544
P027_emotion_responsive_5,emotion_responsive,P027,30,male,advanced,high,surprised,,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:46:09.148894
P027_traditional_1,traditional,P027,30,male,advanced,high,angry,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:46:11.962493
P027_traditional_2,traditional,P027,30,male,advanced,high,sad,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:46:13.374672
P027_traditional_3,traditional,P027,30,male,advanced,high,angry,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:46:15.496779
P027_traditional_4,traditional,P027,30,male,advanced,high,tired,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:46:17.266233
P027_traditional_5,traditional,P027,30,male,advanced,high,tired,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:46:18.452123
P028_emotion_responsive_1,emotion_responsive,P028,24,female,intermediate,medium,angry,,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:46:21.103656
P028_emotion_responsive_2,emotion_responsive,P028,24,female,intermediate,medium,angry,,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:46:22.221713
P028_emotion_responsive_3,emotion_responsive,P028,24,female,intermediate,medium,stressed,,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:46:24.371923
P028_emotion_responsive_4,emotion_responsive,P028,24,female,intermediate,medium,stressed,,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:46:25.428632
P028_emotion_responsive_5,emotion_responsive,P028,24,female,intermediate,medium,neutral,,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:46:27.711491
P028_traditional_1,traditional,P028,24,female,intermediate,medium,stressed,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:46:29.198257
P028_traditional_2,traditional,P028,24,female,intermediate,medium,happy,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:46:30.664928
P028_traditional_3,traditional,P028,24,female,intermediate,medium,tired,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:46:32.526471
P028_traditional_4,traditional,P028,24,female,intermediate,medium,tired,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:46:35.286568
P028_traditional_5,traditional,P028,24,female,intermediate,medium,angry,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:46:36.560599
P029_emotion_responsive_1,emotion_responsive,P029,23,male,basic,low,tired,,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:46:38.032552
P029_emotion_responsive_2,emotion_responsive,P029,23,male,basic,low,tired,,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:46:40.717844
P029_emotion_responsive_3,emotion_responsive,P029,23,male,basic,low,surprised,,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:46:42.397425
P029_emotion_responsive_4,emotion_responsive,P029,23,male,basic,low,neutral,,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:46:43.822683
P029_emotion_responsive_5,emotion_responsive,P029,23,male,basic,low,neutral,,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:46:46.761809
P029_traditional_1,traditional,P029,23,male,basic,low,angry,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:46:49.172914
P029_traditional_2,traditional,P029,23,male,basic,low,sad,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:46:51.464349
P029_traditional_3,traditional,P029,23,male,basic,low,stressed,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:46:54.445902
P029_traditional_4,traditional,P029,23,male,basic,low,stressed,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:46:56.014513
P029_traditional_5,traditional,P029,23,male,basic,low,sad,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:46:57.753518
P030_emotion_responsive_1,emotion_responsive,P030,26,female,intermediate,medium,neutral,,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:46:58.831781
P030_emotion_responsive_2,emotion_responsive,P030,26,female,intermediate,medium,happy,,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:47:00.934239
P030_emotion_responsive_3,emotion_responsive,P030,26,female,intermediate,medium,surprised,,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:47:03.203119
P030_emotion_responsive_4,emotion_responsive,P030,26,female,intermediate,medium,sad,,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:47:04.391601
P030_emotion_responsive_5,emotion_responsive,P030,26,female,intermediate,medium,happy,,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:47:06.921591
P030_traditional_1,traditional,P030,26,female,intermediate,medium,happy,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:47:08.351329
P030_traditional_2,traditional,P030,26,female,intermediate,medium,tired,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:47:09.976893
P030_traditional_3,traditional,P030,26,female,intermediate,medium,tired,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:47:11.496907
P030_traditional_4,traditional,P030,26,female,intermediate,medium,happy,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:47:13.421882
P030_traditional_5,traditional,P030,26,female,intermediate,medium,tired,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:47:16.338787
P031_emotion_responsive_1,emotion_responsive,P031,28,male,basic,low,stressed,,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:47:18.450550
P031_emotion_responsive_2,emotion_responsive,P031,28,male,basic,low,happy,,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:47:20.088744
P031_emotion_responsive_3,emotion_responsive,P031,28,male,basic,low,angry,,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:47:21.737107
P031_emotion_responsive_4,emotion_responsive,P031,28,male,basic,low,neutral,,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:47:23.923260
P031_emotion_responsive_5,emotion_responsive,P031,28,male,basic,low,neutral,,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:47:25.173010
P031_traditional_1,traditional,P031,28,male,basic,low,angry,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:47:27.949197
P031_traditional_2,traditional,P031,28,male,basic,low,surprised,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:47:29.506534
P031_traditional_3,traditional,P031,28,male,basic,low,neutral,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:47:31.577743
P031_traditional_4,traditional,P031,28,male,basic,low,stressed,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:47:32.604265
P031_traditional_5,traditional,P031,28,male,basic,low,tired,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:47:35.324274
P032_emotion_responsive_1,emotion_responsive,P032,23,male,basic,low,sad,,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:47:37.036986
P032_emotion_responsive_2,emotion_responsive,P032,23,male,basic,low,angry,,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:47:39.994105
P032_emotion_responsive_3,emotion_responsive,P032,23,male,basic,low,sad,,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:47:41.976996
P032_emotion_responsive_4,emotion_responsive,P032,23,male,basic,low,sad,,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:47:44.073768
P032_emotion_responsive_5,emotion_responsive,P032,23,male,basic,low,surprised,,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:47:45.435089
P032_traditional_1,traditional,P032,23,male,basic,low,stressed,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:47:47.603534
P032_traditional_2,traditional,P032,23,male,basic,low,stressed,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:47:50.111065
P032_traditional_3,traditional,P032,23,male,basic,low,angry,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:47:51.469787
P032_traditional_4,traditional,P032,23,male,basic,low,neutral,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:47:53.834863
P032_traditional_5,traditional,P032,23,male,basic,low,happy,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:47:54.852899
P033_emotion_responsive_1,emotion_responsive,P033,27,female,intermediate,medium,happy,,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:47:56.393048
P033_emotion_responsive_2,emotion_responsive,P033,27,female,intermediate,medium,surprised,,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:47:58.608608
P033_emotion_responsive_3,emotion_responsive,P033,27,female,intermediate,medium,tired,,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:48:00.926065
P033_emotion_responsive_4,emotion_responsive,P033,27,female,intermediate,medium,happy,,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:48:03.863191
P033_emotion_responsive_5,emotion_responsive,P033,27,female,intermediate,medium,angry,,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:48:06.835435
P033_traditional_1,traditional,P033,27,female,intermediate,medium,angry,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:48:08.096826
P033_traditional_2,traditional,P033,27,female,intermediate,medium,sad,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:48:09.669297
P033_traditional_3,traditional,P033,27,female,intermediate,medium,stressed,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:48:12.028611
P033_traditional_4,traditional,P033,27,female,intermediate,medium,tired,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:48:13.453445
P033_traditional_5,traditional,P033,27,female,intermediate,medium,happy,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:48:15.016598
P034_emotion_responsive_1,emotion_responsive,P034,30,male,advanced,high,sad,,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:48:17.552353
P034_emotion_responsive_2,emotion_responsive,P034,30,male,advanced,high,stressed,,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:48:19.328848
P034_emotion_responsive_3,emotion_responsive,P034,30,male,advanced,high,happy,,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:48:21.392067
P034_emotion_responsive_4,emotion_responsive,P034,30,male,advanced,high,surprised,,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:48:23.482768
P034_emotion_responsive_5,emotion_responsive,P034,30,male,advanced,high,sad,,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:48:25.239479
P034_traditional_1,traditional,P034,30,male,advanced,high,sad,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:48:27.542260
P034_traditional_2,traditional,P034,30,male,advanced,high,happy,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:48:29.503252
P034_traditional_3,traditional,P034,30,male,advanced,high,angry,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:48:31.575816
P034_traditional_4,traditional,P034,30,male,advanced,high,tired,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:48:32.967342
P034_traditional_5,traditional,P034,30,male,advanced,high,tired,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:48:35.678067
P035_emotion_responsive_1,emotion_responsive,P035,24,female,intermediate,medium,surprised,,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:48:36.968145
P035_emotion_responsive_2,emotion_responsive,P035,24,female,intermediate,medium,surprised,,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:48:39.962673
P035_emotion_responsive_3,emotion_responsive,P035,24,female,intermediate,medium,happy,,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:48:41.324125
P035_emotion_responsive_4,emotion_responsive,P035,24,female,intermediate,medium,neutral,,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:48:43.578425
P035_emotion_responsive_5,emotion_responsive,P035,24,female,intermediate,medium,happy,,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:48:45.320119
P035_traditional_1,traditional,P035,24,female,intermediate,medium,sad,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:48:46.387009
P035_traditional_2,traditional,P035,24,female,intermediate,medium,surprised,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:48:49.042880
P035_traditional_3,traditional,P035,24,female,intermediate,medium,angry,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:48:50.417430
P035_traditional_4,traditional,P035,24,female,intermediate,medium,angry,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:48:53.206256
P035_traditional_5,traditional,P035,24,female,intermediate,medium,surprised,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:48:54.256984
P036_emotion_responsive_1,emotion_responsive,P036,28,male,basic,low,stressed,,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:48:56.078523
P036_emotion_responsive_2,emotion_responsive,P036,28,male,basic,low,tired,,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:48:57.573029
P036_emotion_responsive_3,emotion_responsive,P036,28,male,basic,low,happy,,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:49:00.554613
P036_emotion_responsive_4,emotion_responsive,P036,28,male,basic,low,angry,,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:49:02.699013
P036_emotion_responsive_5,emotion_responsive,P036,28,male,basic,low,tired,,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:49:04.579005
P036_traditional_1,traditional,P036,28,male,basic,low,neutral,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:49:07.509541
P036_traditional_2,traditional,P036,28,male,basic,low,sad,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:49:09.010281
P036_traditional_3,traditional,P036,28,male,basic,low,happy,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:49:10.628240
P036_traditional_4,traditional,P036,28,male,basic,low,happy,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:49:13.071293
P036_traditional_5,traditional,P036,28,male,basic,low,sad,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:49:15.922531
P037_emotion_responsive_1,emotion_responsive,P037,27,female,intermediate,medium,tired,,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:49:18.256499
P037_emotion_responsive_2,emotion_responsive,P037,27,female,intermediate,medium,sad,,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:49:20.682806
P037_emotion_responsive_3,emotion_responsive,P037,27,female,intermediate,medium,surprised,,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:49:22.076920
P037_emotion_responsive_4,emotion_responsive,P037,27,female,intermediate,medium,tired,,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:49:24.306452
P037_emotion_responsive_5,emotion_responsive,P037,27,female,intermediate,medium,angry,,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:49:26.672840
P037_traditional_1,traditional,P037,27,female,intermediate,medium,tired,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:49:28.186616
P037_traditional_2,traditional,P037,27,female,intermediate,medium,happy,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:49:30.498445
P037_traditional_3,traditional,P037,27,female,intermediate,medium,angry,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:49:32.029364
P037_traditional_4,traditional,P037,27,female,intermediate,medium,happy,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:49:33.464461
P037_traditional_5,traditional,P037,27,female,intermediate,medium,surprised,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:49:34.603559
P038_emotion_responsive_1,emotion_responsive,P038,23,male,basic,low,surprised,,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:49:35.959081
P038_emotion_responsive_2,emotion_responsive,P038,23,male,basic,low,sad,,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:49:38.808307
P038_emotion_responsive_3,emotion_responsive,P038,23,male,basic,low,surprised,,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:49:40.981630
P038_emotion_responsive_4,emotion_responsive,P038,23,male,basic,low,tired,,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:49:42.740372
P038_emotion_responsive_5,emotion_responsive,P038,23,male,basic,low,stressed,,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:49:45.143560
P038_traditional_1,traditional,P038,23,male,basic,low,sad,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:49:47.765850
P038_traditional_2,traditional,P038,23,male,basic,low,happy,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:49:50.500998
P038_traditional_3,traditional,P038,23,male,basic,low,surprised,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:49:52.328171
P038_traditional_4,traditional,P038,23,male,basic,low,happy,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:49:54.538672
P038_traditional_5,traditional,P038,23,male,basic,low,stressed,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:49:56.023698
P039_emotion_responsive_1,emotion_responsive,P039,30,male,advanced,high,tired,,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:49:58.764238
P039_emotion_responsive_2,emotion_responsive,P039,30,male,advanced,high,angry,,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:50:01.100099
P039_emotion_responsive_3,emotion_responsive,P039,30,male,advanced,high,neutral,,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:50:03.047095
P039_emotion_responsive_4,emotion_responsive,P039,30,male,advanced,high,sad,,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:50:06.047021
P039_emotion_responsive_5,emotion_responsive,P039,30,male,advanced,high,stressed,,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:50:08.929073
P039_traditional_1,traditional,P039,30,male,advanced,high,angry,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:50:11.134565
P039_traditional_2,traditional,P039,30,male,advanced,high,angry,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:50:13.373348
P039_traditional_3,traditional,P039,30,male,advanced,high,angry,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:50:14.429614
P039_traditional_4,traditional,P039,30,male,advanced,high,neutral,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:50:16.180337
P039_traditional_5,traditional,P039,30,male,advanced,high,surprised,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:50:18.768025
P040_emotion_responsive_1,emotion_responsive,P040,28,male,basic,low,neutral,,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:50:20.869719
P040_emotion_responsive_2,emotion_responsive,P040,28,male,basic,low,tired,,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:50:21.942824
P040_emotion_responsive_3,emotion_responsive,P040,28,male,basic,low,happy,,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:50:23.448053
P040_emotion_responsive_4,emotion_responsive,P040,28,male,basic,low,angry,,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:50:24.634075
P040_emotion_responsive_5,emotion_responsive,P040,28,male,basic,low,stressed,,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:50:27.212255
P040_traditional_1,traditional,P040,28,male,basic,low,sad,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:50:28.714248
P040_traditional_2,traditional,P040,28,male,basic,low,happy,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:50:31.646806
P040_traditional_3,traditional,P040,28,male,basic,low,tired,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:50:34.014194
P040_traditional_4,traditional,P040,28,male,basic,low,angry,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:50:36.108547
P040_traditional_5,traditional,P040,28,male,basic,low,neutral,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:50:37.979913
P041_emotion_responsive_1,emotion_responsive,P041,24,female,intermediate,medium,happy,,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:50:39.016596
P041_emotion_responsive_2,emotion_responsive,P041,24,female,intermediate,medium,angry,,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:50:41.291254
P041_emotion_responsive_3,emotion_responsive,P041,24,female,intermediate,medium,happy,,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:50:43.682810
